"Supplier ID","Contract","Supplier ID","Spend ","Supplier Name","Country","Region","Category","Sub-Category","Commodity Code","Risk Category","Risk Impact Category","Risk Probability Category","Risk Zone","Risk Impact Score","Risk Probability Score","Risk Score","Payment term","Contract Value ","Contract Type","Contract Terms","Contract currency ","Start Date","Expiry Date ","Duriation in Years","Status"
"288450","Contract_A8794","288450","  33,225.02 ","ALTERITE - ESAT LA CARDON (ALTERITE - ESAT LA CARDON ( 288450 ))","France","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Cleaning-IndoorPlant (ILMFS0104)","LowLow","Low","Low","Low","2","2.67","5.34","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","23-Jan-2014","31-Dec-2014","1","Closed"
"2019617","Contract_A8795","2019617","  2,252.00 ","ANRITSU INFIVIS INC. (ANRITSU INFIVIS INC. ( 2019617 ))","US","North America","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","HighHigh","High","High","High","4.12","3.14","12.9368","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","31-Mar-2014","30-Sep-2018","5","Closed-Archived"
"544213","Contract_A8796","544213","  386.99 ","BOSCH PACKAGING SERVICES AG (BOSCH PACKAGING SERVICES AG ( 544213 ))","India","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Material (ILMFS0801)","HighLow","High","Low","Medium","3.13","1.9","5.947","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","16-Jan-2006","01-Mar-2011","6","Closed"
"106706","Contract_A8797","106706","  404.67 ","CONTIMETA BVBA (CONTIMETA BVBA ( 106706 ))","Belgium","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","LowHigh","Low","High","Medium","1.79","3.45","6.1755","45","  10,000.00 ","Standard Master Agreement for Indirect","","USD","24-Dec-2014","24-Dec-2024","11","Executed Agreement"
"2013372","Contract_A8798","2013372","  28,220.00 ","ATLANTIC SCALE CO (ATLANTIC SCALE CO ( 2013372 ))","US","North America","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","HighLow","High","Low","Medium","4.22","2.77","11.6894","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","31-Dec-2016","3","Executed Agreement"
"226171","Contract_A8799","226171","  51,548.92 ","ORTHOTIC BIOMECHANICAL SOLUTIONS LT (ORTHOTIC BIOMECHANICAL SOLUTIONS LT ( 226171 ))","UK","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Health & Safty Equip (ILMFS0701)","LowLow","Low","Low","Low","2.21","1.1","2.431","60","  100,000.00 ","Standard Master Agreement for Indirect","","USD","07-Dec-2011","31-May-2012","1","Closed-Archived"
"273772","Contract_A880","273772","  12,573.68 ","AL RAHMA K.K. AUTO PART W.L.L. (AL RAHMA K.K. AUTO PART W.L.L. ( 273772 ))","Bahrain","MEA","BUSINESS SERVICES","BUSINESS SERVICES","Analytical Supplies In house - ISC and RDQ (IBSRD4002)","HighLow","High","Low","Medium","3.2","1.12","3.584","60","  150,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jan-2018","01-Jan-2019","1","Closed-Archived"
"196245","Contract_A8800","196245","  18,746.24 ","AUTOMATISME INDUSTRIE (AUTOMATISME INDUSTRIE ( 196245 ))","France","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Elec&Powr Supply M&R (ILMFS0807)","HighLow","High","Low","Medium","3.2","1.12","3.584","60","  30,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","31-Dec-2016","3","Executed Agreement"
"539237","Contract_A8801","539237","  1,871.08 ","æ±Ÿé—¨å¸‚æ€¡é¡ºç‰©ä¸šç®¡ç†æœ‰é™å…¬å¸ (æ±Ÿé—¨å¸‚æ€¡é¡ºç‰©ä¸šç®¡ç†æœ‰é™å…¬å¸ ( 539237 ))","China","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Cleaning-IndoorOffic (ILMFS0102)","HighHigh","High","High","High","4.67","3.2","14.944","60","  10,000.00 ","Standard Master Agreement for Direct-BR","","USD","25-Mar-2014","17-Aug-2015","2","Closed"
"196240","Contract_A8802","196240","  347.73 ","AMMERAAL BELTECH SAS (AMMERAAL BELTECH SAS ( 196240 ))","France","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Material (ILMFS0801)","LowHigh","Low","High","Medium","2.67","4.14","11.0538","30","  10,000.00 ","Standard Master Agreement for Indirect","","USD","12-Jan-2017","13-Dec-2018","2","Closed-Archived"
"534295","Contract_A8803","534295","  215.67 ","HYGIENE SOLUTIONS (HYGIENE SOLUTIONS ( 534295 ))","India","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Cleaning-IndoorOffic (ILMFS0102)","HighHigh","High","High","High","3.34","3.45","11.523","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","28-Jun-2010","31-Aug-2011","2","Closed"
"528560","Contract_A8804","528560","  2,173.00 ","IMPRESSION ENGINEERING TECHNOLOGY SDN. BHD. (IMPRESSION ENGINEERING TECHNOLOGY SDN. BHD. ( 528560 ))","Malaysia","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Elec&Powr Supply M&R (ILMFS0807)","HighHigh","High","High","High","3.33","3.27","10.8891","45","  10,000.00 ","Standard Master Agreement for Indirect","","USD","06-Jan-2012","06-Jan-2014","3","On Hold"
"193557","Contract_A8805","193557","  147.97 ","LES FILS DE A.COLOMBIE CADET (LES FILS DE A.COLOMBIE CADET ( 193557 ))","France","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Funiture Non Capex (ILMFS1802)","HighLow","High","Low","Medium","3.35","2.7","9.045","45","  10,000.00 ","Standard Master Agreement for Indirect","","USD","15-Apr-2014","03-Apr-2019","5","Executed Agreement"
"156104","Contract_A8806","156104","  3,901.69 ","ZELLER GMBH (ZELLER GMBH ( 156104 ))","Austria","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","HighLow","High","Low","Medium","4.01","2.35","9.4235","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","11-Feb-2013","31-Dec-2020","8","Executed Agreement"
"282383","Contract_A8807","282383","  1,018.09 ","IEP TECHNOLOGIES LIMITED (IEP TECHNOLOGIES LIMITED ( 282383 ))","UK","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","LowHigh","Low","High","Medium","2.47","4.82","11.9054","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jan-2007","31-Dec-2014","9","Closed-Archived"
"224702","Contract_A8808","224702","  14,577.96 ","LIFE TECHNOLOGIES (LIFE TECHNOLOGIES ( 224702 ))","UK","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","HighLow","High","Low","Medium","4.01","2.35","9.4235","75","  150,000.00 ","Standard Master Agreement","","USD","22-Aug-2017","22-Aug-2018","1","Closed"
"102568","Contract_A8809","102568","  894.94 ","COENEN PLASTICS (COENEN PLASTICS ( 102568 ))","Belgium","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","LowHigh","Low","High","Medium","2.71","4.68","12.6828","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","10-Feb-2012","10-Feb-2014","3","Terminated"
"519480","Contract_A881","519480","  2,581.50 ","SEOW KHIM POLYTHELENE CO PTE LTD (SEOW KHIM POLYTHELENE CO PTE LTD ( 519480 ))","Singapore","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","Analytical Supplies In house - ISC and RDQ (IBSRD4002)","HighHigh","High","High","High","4.67","3.2","14.944","45","  10,000.00 ","Standard Master Agreement for Indirect","","USD","01-Sep-2010","31-Dec-2020","11","Closed-Archived"
"182951","Contract_A8810","182951","  14,452.43 ","DHL VERTRIEBS GMBH AND CO.OHG  NL VERTRIEB (DHL VERTRIEBS GMBH AND CO.OHG  NL VERTRIEB ( 182951 ))","Germany","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Mail & Delivery (ILMFS1701)","LowHigh","Low","High","Medium","1.99","4.29","8.5371","90","  150,000.00 ","Standard Master Agreement for Indirect","","USD","10-Jun-2014","06-Oct-2015","2","Closed"
"221934","Contract_A8811","221934","  2,467.88 ","SAFETY KLEEN UK LTD (SAFETY KLEEN UK LTD ( 221934 ))","UK","Northern Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","HighLow","High","Low","Medium","3.01","2.65","7.9765","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","19-Jan-2015","31-Dec-2016","2","Executed Agreement"
"513830","Contract_A8812","513830","  18,954.67 ","BRILLIANT COMMERCIAL SERVICES PTE L (BRILLIANT COMMERCIAL SERVICES PTE L ( 513830 ))","Singapore","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Office Support Svcs (ILMFS0204)","HighLow","High","Low","Medium","3.67","2.15","7.8905","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","01-Apr-2014","31-Dec-2016","3","Executed Agreement"
"513669","Contract_A8813","513669","  195.78 ","RS COMPONENTS SDN BHD (RS COMPONENTS SDN BHD ( 513669 ))","Malaysia","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Security Equip & Mat (ILMFS1101)","LowHigh","Low","High","Medium","2.38","3.79","9.0202","60","  10,000.00 ","Standard Master Agreement for Indirect","","USD","07-Jan-2008","31-Dec-2019","12","Terminated"
"203746","Contract_A8814","203746","  148.79 ","SEW USOCOME (SEW USOCOME ( 203746 ))","France","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Elec&Powr Supply M&R (ILMFS0807)","LowLow","Low","Low","Low","2.67","2.75","7.3425","120","  10,000.00 ","Standard Master Agreement for Indirect","","USD","23-Feb-2012","23-Feb-2017","6","Closed-Archived"
"531577","Contract_A8815","531577","  2,734.84 ","BUHLER GMBH (BUHLER GMBH ( 531577 ))","India","Southern East Asia","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","LowHigh","Low","High","Medium","2.39","4.99","11.9261","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","10-Dec-2015","30-Jun-2019","4","Executed Agreement"
"193556","Contract_A8816","193556","  224.57 ","PERMO BWT FRANCE SAS (PERMO BWT FRANCE SAS ( 193556 ))","France","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Elec&Powr Supply M&R (ILMFS0807)","HighLow","High","Low","Medium","3.33","2.55","8.4915","75","  10,000.00 ","Standard Master Agreement for Direct","","USD","21-Feb-2013","31-Dec-2020","8","Closed"
"210436","Contract_A8817","210436","  33.96 ","ZDISLAV TANCULA (ZDISLAV TANCULA ( 210436 ))","Cezch Republic","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Building Repair/Svc (ILMFS0803)","HighLow","High","Low","Medium","4.01","2.15","8.6215","90","  10,000.00 ","Confidentiality Agreement","","USD","11-Feb-2009","10-Feb-2011","2","Executed Agreement"
"213525","Contract_A8818","213525","  7,997.75 ","HAAS MEINCKE A S (HAAS MEINCKE A S ( 213525 ))","Hungary","Central Europe","LOGISTICS AND MANUFACTURING","Facility Management","Prod Equip Service (ILMFS0802)","HighLow","High","Low","Medium","3.34","2.65","8.851","45","  150,000.00 ","Standard Master Agreement for Indirect","","USD","12-Aug-2005","12-Aug-2015","11","Closed-Archived"
"547178","Contract_A8819","547178","  22,505.07 ","ã‚­ãƒ£ãƒƒã‚·ãƒ¥ãƒ“ãƒ¼æ ªå¼ä¼šç¤¾ (ã‚­ãƒ£ãƒƒã‚·ãƒ¥ãƒ“ãƒ¼æ ªå¼ä¼šç¤¾ ( 547178 ))","Japan","ANZ/Japan","MARKETING AND SALES","MARKETING AND SALES","Media Space Cost (ISMMS0902)","HighLow","High","Low","Medium","3.34","2.55","8.517","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","12-Feb-2010","31-Aug-2011","2","Closed-Archived"
"509450","Contract_A882","509450","  1,026.46 ","GS PAPERBOARD & PACKAGING SDN BHD (GS PAPERBOARD & PACKAGING SDN BHD ( 509450 ))","Malaysia","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","R&D Trial Packaging (IBSRD5002)","LowHigh","Low","High","Medium","2.67","4.14","11.0538","75","  10,000.00 ","Standard Master Agreement for Indirect","","USD","14-Aug-2007","14-Aug-2010","4","Closed-Archived"
"296217","Contract_A8820","296217","  26,553.22 ","ARCER H&M S.R.O. (ARCER H&M S.R.O. ( 296217 ))","Czech Republic","Central Europe","BUSINESS SERVICES","BUSINESS SERVICES","InterimSeasonalLabor (IBSCC3001)","LowHigh","Low","High","Medium","1.05","3.7","3.885","60","  50,000.00 ","Standard Master Agreement for Indirect","","USD","18-Oct-2003","18-Oct-2013","11","Closed-Archived"
"288726","Contract_A8821","288726","  17,231.74 ","MANPOWER FRANCE (MANPOWER FRANCE ( 288726 ))","France","Western Europe","BUSINESS SERVICES","BUSINESS SERVICES","InterimSeasonalLabor (IBSCC3001)","HighLow","High","Low","Medium","3.35","2.8","9.38","90","  30,000.00 ","Standard Master Agreement for Indirect","","USD","16-Jul-2008","31-Dec-2016","9","Closed"
"275094","Contract_A8822","275094","  45,064.67 ","AXERTA S.P.A. (AXERTA S.P.A. ( 275094 ))","Italy","Western Europe","BUSINESS SERVICES","BUSINESS SERVICES","Mgmt Advise Consult (IBSCC1009)","LowHigh","Low","High","Medium","1.25","4.63","5.7875","90","  50,000.00 ","Standard Master Agreement","","USD","14-Nov-2016","14-May-2017","1","Closed"
"2040483","Contract_A8823","2040483","  67,500.00 ","SAGA ENGENHARIA LTDA SAGA ENGENHARIA LTDA (SAGA ENGENHARIA LTDA SAGA ENGENHARIA LTDA ( 2040483 ))","Brazil","North America","BUSINESS SERVICES","BUSINESS SERVICES","Account Auditing Svc (IBSFS1001)","HighLow","High","Low","Medium","4.01","2","8.02","45","  100,000.00 ","Standard Master Agreement for Indirect","","USD","04-Mar-2015","31-Jan-2019","4","Executed Agreement"
"210192","Contract_A8824","210192","  369,624.97 ","SODEXO PASS CESKA REPUBLIKA A.S. (SODEXO PASS CESKA REPUBLIKA A.S. ( 210192 ))","Cezch Republic","Central Europe","BUSINESS SERVICES","BUSINESS SERVICES","Int Relocation Agncy (IBSCB3001)","HighLow","High","Low","Medium","3.99","2.15","8.5785","45","  500,000.00 ","Standard Master Agreement","","USD","18-Dec-2017","31-Dec-2018","2","Closed-Archived"
"256034","Contract_A8825","256034","  161.20 ","ESA SECURITY SOLUTION SA (ESA SECURITY SOLUTION SA ( 256034 ))","Greece","Western Europe","LOGISTICS AND MANUFACTURING","Facility Management","Security Services (ILMFS1102)","LowHigh","Low","High","Medium","2.01","4.05","8.1405","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","01-Jun-2008","31-Jan-2015","7","Closed"
"2021707","Contract_A8826","2021707","  416,800.00 ","MARKETTOOLS RESEARCH SOLUTIONS INC (MARKETTOOLS RESEARCH SOLUTIONS INC ( 2021707 ))","US","North America","MARKETING AND SALES","MARKETING AND SALES","Shopper Research (ISMMS0805)","LowHigh","Low","High","Medium","2.31","3.77","8.7087","90","  500,000.00 ","Standard Master Agreement for Direct","","USD","19-Jan-2015","31-Dec-2020","6","Executed Agreement"
"257709","Contract_A8827","257709","  6,501.99 ","RESOLUTION INTERIORS LTD (RESOLUTION INTERIORS LTD ( 257709 ))","UK","Northern Europe","MARKETING AND SALES","MARKETING AND SALES","POS/DisplayPerm Othr (ISMSR0301)","LowHigh","Low","High","Medium","2.78","4.68","13.0104","90","  100,000.00 ","Standard Master Agreement","","USD","01-Jan-2018","31-Dec-2023","6","Closed"
"502134","Contract_A8828","502134","  5,861.12 ","WTT HK LIMITED (WTT HK LIMITED ( 502134 ))","Hong Kong","Southern East Asia","BUSINESS SERVICES","Information Systems","Tradit Phone Spend (IBSIS7004)","HighLow","High","Low","Medium","4.67","1.95","9.1065","90","  100,000.00 ","Standard Master Agreement for Direct","","USD","01-Jan-2013","31-Dec-2015","3","Executed Agreement"
"2953894","Contract_A8829","2953894","  7,892.47 ","FACENDO SA (FACENDO SA ( 2953894 ))","Guatemala","South America","BUSINESS SERVICES","BUSINESS SERVICES","Prof Non-consult Svc (IBSCC2006)","LowLow","Low","Low","Low","1.91","2.47","4.7177","30","  100,000.00 ","Standard Master Agreement for Indirect","","USD","01-May-2010","30-Apr-2011","1","Closed"
"164628","Contract_A883","164628","  3,785.90 ","MANUTAN S.L. (MANUTAN S.L. ( 164628 ))","Spain","Western Europe","BUSINESS SERVICES","BUSINESS SERVICES","Analytical Supplies In house - ISC and RDQ (IBSRD4002)","HighHigh","High","High","High","3.34","3.45","11.523","30","  10,000.00 ","Standard Master Agreement for Direct","","USD","01-Jan-2014","31-Dec-2018","5","Executed Agreement"
"2042410","Contract_A8830","2042410","  47,253.40 ","PERFORMANCE LEADERS MEXICO SA DE CV (PERFORMANCE LEADERS MEXICO SA DE CV ( 2042410 ))","Brazil","North America","BUSINESS SERVICES","BUSINESS SERVICES","Dev-FunctnlExpertise (IBSPR3004)","LowHigh","Low","High","Medium","2.95","4.56","13.452","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","24-Jan-2012","31-Dec-2019","8","Executed Agreement"
"515591","Contract_A8831","515591","  89,341.35 ","ç¥žå·žé€šèª‰è½¯ä»¶ï¼ˆä¸Šæµ·ï¼‰è‚¡ä»½æœ‰é™å…¬å¸ (ç¥žå·žé€šèª‰è½¯ä»¶ï¼ˆä¸Šæµ·ï¼‰è‚¡ä»½æœ‰é™å…¬å¸ ( 515591 ))","China","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","Proj Dev Consultant (IBSCC1001)","HighLow","High","Low","Medium","3.99","2.25","8.9775","90","  100,000.00 ","Standard Master Agreement for Indirect","","USD","10-Aug-2017","30-Jun-2019","2","Executed Agreement"
"531468","Contract_A8832","531468","  8,738.62 ","HOTEL LEGEND SAROVAR PORTICO (HOTEL LEGEND SAROVAR PORTICO ( 531468 ))","India","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","Lodging (IBSTR3001)","HighHigh","High","High","High","3.28","3.79","12.4312","45","  150,000.00 ","Standard Master Agreement for Indirect","","USD","27-Oct-2008","31-Oct-2014","7","Closed-Archived"
"272817","Contract_A8833","272817","  5,143.69 ","OOO DZHIM BEG (OOO DZHIM BEG ( 272817 ))","Russia","Eastern Europe","BUSINESS SERVICES","BUSINESS SERVICES","Mgmt Advise Consult (IBSCC1009)","HighHigh","High","High","High","4.15","3.35","13.9025","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","01-Sep-2010","04-Feb-2013","3","Executed Agreement"
"2043067","Contract_A8834","2043067","  11,533.92 ","SVIDERSKOS MARIA GABRIELA (SVIDERSKOS MARIA GABRIELA ( 2043067 ))","Argentina","South America","BUSINESS SERVICES","BUSINESS SERVICES","DO NOT USE (IBSFS2001)","HighLow","High","Low","Medium","3.31","2.3","7.613","90","  150,000.00 ","Standard Master Agreement for Indirect","","USD","01-Aug-2008","31-Dec-2010","3","Closed-Archived"
"248451","Contract_A8835","248451","  14,490.75 ","ANO PROMENERGOBEZOPASNOST (ANO PROMENERGOBEZOPASNOST ( 248451 ))","Russia","Eastern Europe","BUSINESS SERVICES","BUSINESS SERVICES","Ground Transport (IBSTR2001)","LowLow","Low","Low","Low","1.82","1.9","3.458","90","  150,000.00 ","Standard Master Agreement for Direct","","USD","19-Jun-2007","31-Dec-2016","10","Drafting Agreement"
"183220","Contract_A8836","183220","  178,352.00 ","MARSH USA INC. (MARSH USA INC. ( 183220 ))","Saudi Arabia","MEA","BUSINESS SERVICES","BUSINESS SERVICES","Civil Liablty Policy (IBSFS3002)","HighLow","High","Low","Medium","3.48","1.16","4.0368","45","  500,000.00 ","Standard Master Agreement for Indirect","","USD","01-Oct-2008","01-Oct-2013","6","Executed Agreement"
"548126","Contract_A8837","548126","  3,949.86 ","æ ªå¼ä¼šç¤¾ã€€ãƒ•ãƒ­ãƒ¼ãƒªã‚¹ãƒˆã€€ã‚¹ãƒˆã‚¦ (æ ªå¼ä¼šç¤¾ã€€ãƒ•ãƒ­ãƒ¼ãƒªã‚¹ãƒˆã€€ã‚¹ãƒˆã‚¦ ( 548126 ))","Japan","ANZ/Japan","BUSINESS SERVICES","BUSINESS SERVICES","Emp Svce  Medical (IBSCB2001)","HighLow","High","Low","Medium","3.31","2.25","7.4475","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","31-Jan-2018","30-Sep-2018","1","On Hold"
"529394","Contract_A8838","529394","  6,823.18 ","FIRMENICH AROMATICS INDIA LTD. (FIRMENICH AROMATICS INDIA LTD. ( 529394 ))","India","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","R&D Trial Ingrednts (IBSRD5001)","HighLow","High","Low","Medium","4.01","2.15","8.6215","90","  100,000.00 ","Standard Master Agreement","","USD","15-Feb-2018","31-Dec-2018","1","Closed-Archived"
"295014","Contract_A8839","295014","  693.48 ","QMX CONSULT (QMX CONSULT ( 295014 ))","Nigeria","MEA","BUSINESS SERVICES","BUSINESS SERVICES","Emp Svce  Medical (IBSCB2001)","HighLow","High","Low","Medium","3.99","2.15","8.5785","60","  10,000.00 ","Standard Master Agreement for Indirect","","USD","07-Apr-2014","30-Apr-2021","8","Terminated"
"228261","Contract_A884","228261","  10,384.23 ","HEWLETT-PACKARD ESPANOLA, S.L. (HEWLETT-PACKARD ESPANOLA, S.L. ( 228261 ))","Spain","Western Europe","BUSINESS SERVICES","Information Systems","IS Consmbls & Accsry (IBSIS5001)","HighHigh","High","High","High","3.33","3.27","10.8891","45","  150,000.00 ","Standard Master Agreement for Indirect","","USD","01-Oct-2010","30-Sep-2016","7","Closed-Archived"
"2027699","Contract_A8840","2027699","  363,046.13 ","CONTAGIOUS COMMUNICATIONS LTD (CONTAGIOUS COMMUNICATIONS LTD ( 2027699 ))","US","North America","BUSINESS SERVICES","BUSINESS SERVICES","Dev-FunctnlExpertise (IBSPR3004)","LowLow","Low","Low","Low","1.43","1.64","2.3452","60","  500,000.00 ","Standard Master Agreement for Indirect","","USD","08-Jan-2013","30-Jun-2013","1","Executed Agreement"
"185948","Contract_A8841","185948","  5,814.32 ","PERDIJK Y CO.B.V. (PERDIJK Y CO.B.V. ( 185948 ))","Cezch Republic","Central Europe","BUSINESS SERVICES","BUSINESS SERVICES","Manuals/Engr Doc Svc (IBSCC2002)","LowHigh","Low","High","Medium","2.65","3.5","9.275","45","  100,000.00 ","Standard Master Agreement for Indirect","","USD","07-Jun-2007","07-Jun-2012","6","Executed Agreement"
"549317","Contract_A8842","549317","  15,035.97 ","AMCOR FLEXIBLES CHINA CO. LIMITED (AMCOR FLEXIBLES CHINA CO. LIMITED ( 549317 ))","Thailand","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","R&D Trial Packaging (IBSRD5002)","LowLow","Low","Low","Low","2.7","2.27","6.129","45","  30,000.00 ","Standard Master Agreement for Indirect","","USD","01-Nov-2013","30-Sep-2018","5","Closed"
"275684","Contract_A8843","275684","  41,070.65 ","DOST BILISIM SISTEMLERI VE DANIS. HIZMETLERI TIC.LTD.STI. (DOST BILISIM SISTEMLERI VE DANIS. HIZMETLERI TIC.LTD.STI. ( 275684 ))","Turkey","Eastern Europe","BUSINESS SERVICES","Information Systems","IS Consmbls & Accsry (IBSIS5001)","HighLow","High","Low","Medium","3.33","2.4","7.992","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","23-Jan-2013","31-Dec-2018","6","Terminated"
"514919","Contract_A8844","514919","  1,753.04 ","K C A GRAPHICS & SIGN (K C A GRAPHICS & SIGN ( 514919 ))","Thailand","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","Employee Comm Expns (IBSES7001)","HighLow","High","Low","Medium","4.33","2.15","9.3095","12","  10,000.00 ","Standard Master Agreement for Indirect","","USD","14-Feb-2013","14-Feb-2018","6","Closed"
"181101","Contract_A8845","181101","  118,053.46 ","ZURICH INSURANCE PLC (ZURICH INSURANCE PLC ( 181101 ))","UK","Northern Europe","BUSINESS SERVICES","BUSINESS SERVICES","Civil Liablty Policy (IBSFS3002)","HighLow","High","Low","Medium","3.33","2.8","9.324","90","  500,000.00 ","Standard Master Agreement","","USD","19-Jan-2018","14-Nov-2018","1","Closed-Archived"
"221423","Contract_A8846","221423","  25,774.46 ","MOORE AND BUCKLE FLEXIBLE PACKAGING (MOORE AND BUCKLE FLEXIBLE PACKAGING ( 221423 ))","UK","Northern Europe","BUSINESS SERVICES","BUSINESS SERVICES","R&D Trial Packaging (IBSRD5002)","HighLow","High","Low","Medium","3.33","2.65","8.8245","90","  50,000.00 ","Standard Master Agreement for Indirect","","USD","23-Jan-2012","31-Dec-2013","2","Closed"
"2948515","Contract_A8847","2948515","  516.59 ","SINERFIL SA DE CV (SINERFIL SA DE CV ( 2948515 ))","Mexico","North America","BUSINESS SERVICES","BUSINESS SERVICES","DO NOT USE (IBSLS1001)","HighLow","High","Low","Medium","3.99","2.35","9.3765","45","  10,000.00 ","Standard Master Agreement for Indirect","","USD","19-Feb-2018","19-Feb-2021","4","Closed-Archived"
"527575","Contract_A8848","527575","  2,852.95 ","SUGAR AUSTRALIA PTY LTD (SUGAR AUSTRALIA PTY LTD ( 527575 ))","Thailand","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","R&D Trial Ingrednts (IBSRD5001)","HighLow","High","Low","Medium","3.99","1.85","7.3815","120","  10,000.00 ","Standard Master Agreement for Indirect","","USD","20-Jan-2016","31-Dec-2019","4","Executed Agreement"
"222412","Contract_A8849","222412","  1,069.64 ","UNIVERSITY OF NOTTINGHAM (UNIVERSITY OF NOTTINGHAM ( 222412 ))","UK","Northern Europe","BUSINESS SERVICES","BUSINESS SERVICES","Mgmt Advise Consult (IBSCC1009)","HighHigh","High","High","High","3.64","3.05","11.102","60","  10,000.00 ","Standard Master Agreement for Indirect","","USD","14-Sep-2010","14-Sep-2011","1","Executed Agreement"
"523267","Contract_A885","523267","  5,016,020.25 ","SKILLED GROUP LIMITED - BOX HILL (SKILLED GROUP LIMITED - BOX HILL ( 523267 ))","Australia","ANZ/Japan","BUSINESS SERVICES","BUSINESS SERVICES","InterimSeasonalLabor (IBSCC3001)","HighLow","High","Low","Medium","3.35","2.7","9.045","90","  10,000,000.00 ","Standard Master Agreement for Indirect","If we exceed 3% growth YoY then consider 0.1% Rebate on yearly spend","USD","03-Jan-2012","31-Dec-2017","6","Executed Agreement"
"519496","Contract_A8850","519496","  1,471.76 ","SIA HUAT PRIVATE LIMITED (SIA HUAT PRIVATE LIMITED ( 519496 ))","Singapore","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","Analytical Supplies In house - ISC and RDQ (IBSRD4002)","LowHigh","Low","High","Medium","2","3.3","6.6","90","  10,000.00 ","Standard Master Agreement for Indirect","","USD","16-Feb-2012","31-Dec-2013","2","Executed Agreement"
"530394","Contract_A8851","530394","  1,674.08 ","NAKODA PHARMACEUTICALS (NAKODA PHARMACEUTICALS ( 530394 ))","India","Southern East Asia","BUSINESS SERVICES","BUSINESS SERVICES","Analytical Supplies In house - ISC and RDQ (IBSRD4002)","LowLow","Low","Low","Low","1.06","1.26","1.3356","60","  10,000.00 ","Standard Master Agreement for Indirect","","USD","25-Jan-2016","31-Dec-2017","2","Executed Agreement"
